,state,county_name,totalvotes,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN,county_fips,State,Abv
87,Alaska,District 28,12749,0.4913326535414542,0.005412189191309123,0.017177817868068084,0.0027453133579104245,0.48333202604125813,02028,Alaska,AK
88,Alaska,District 29,10747,0.27775193077137805,0.006420396389690146,0.01767935237740765,0.0036289196985205175,0.6945194007630037,02029,Alaska,AK
89,Alaska,District 3,8385,0.22695289206917113,0.005008944543828265,0.03768634466308885,0.005724508050089445,0.7246273106738224,02003,Alaska,AK
90,Alaska,District 30,10176,0.2592374213836478,0.004127358490566038,0.02653301886792453,0.004520440251572327,0.7055817610062893,02030,Alaska,AK
91,Alaska,District 31,12410,0.40588235294117647,0.008058017727639,0.020145044319097503,0.00419016921837228,0.5617244157937148,02031,Alaska,AK
92,Alaska,District 32,8335,0.4206358728254349,0.01259748050389922,0.028554289142171566,0.005518896220755849,0.5326934613077384,02032,Alaska,AK
93,Alaska,District 33,10955,0.687813783660429,0.009402099497946143,0.017982656321314468,0.005568233683249658,0.2792332268370607,02033,Alaska,AK
94,Alaska,District 34,10729,0.5371423245409638,0.0063379625314567995,0.02600428744524187,0.007083605182216423,0.42343182030012116,02034,Alaska,AK
95,Alaska,District 35,10102,0.49604038804197187,0.009404078400316769,0.01682835082161948,0.0056424470401900614,0.4720847356959018,02035,Alaska,AK
96,Alaska,District 36,9292,0.40852346104175635,0.008501937150236763,0.026366767111493758,0.006241928540680155,0.550365906155833,02036,Alaska,AK
97,Alaska,District 37,5142,0.4978607545702061,0.010890704006223259,0.016725009723842863,0.015947102294826914,0.45857642940490084,02037,Alaska,AK
98,Alaska,District 38,5299,0.6042649556520098,0.021136063408190225,0.019815059445178335,0.026986223815814305,0.32779769767880734,02038,Alaska,AK
99,Alaska,District 39,5891,0.6077066711933458,0.01765404854863351,0.0208793074180954,0.02461381768799864,0.3291461551519267,02039,Alaska,AK
100,Alaska,District 4,10511,0.5085148891637332,0.008847873656169727,0.030729711730567977,0.00570830558462563,0.4461992198649034,02004,Alaska,AK
101,Alaska,District 40,4603,0.5035846187269172,0.01868346730393222,0.02042146426243754,0.02411470779926135,0.43319574190745164,02040,Alaska,AK
102,Alaska,District 5,8654,0.4857869193436561,0.00785763808643402,0.029928356829211925,0.005315461058470071,0.4711116246822279,02005,Alaska,AK
103,Alaska,District 6,9460,0.34587737843551797,0.008773784355179705,0.028118393234672304,0.007293868921775899,0.6099365750528541,02006,Alaska,AK
104,Alaska,District 7,9622,0.23020162128455623,0.005612138848472251,0.028268551236749116,0.005612138848472251,0.7303055497817501,02007,Alaska,AK
105,Alaska,District 8,9912,0.19703389830508475,0.004842615012106538,0.024313962873284908,0.005246166263115416,0.7685633575464084,02008,Alaska,AK
106,Alaska,District 9,10993,0.2518875648139725,0.007004457381970345,0.027381060674974984,0.005367051760211044,0.7083598653688711,02009,Alaska,AK
107,Alaska,District 99,433,0.8614318706697459,0.0,0.0023094688221709007,0.0,0.13625866050808313,02099,Alaska,AK
108,Arizona,Apache,35172,0.6622597520755146,0.0,0.012424655976344819,0.0,0.3253155919481406,04001,Arizona,AZ
109,Arizona,Cochise,60442,0.3926408788590715,0.0,0.01907613910856689,0.0,0.5882829820323616,04003,Arizona,AZ
110,Arizona,Coconino,73272,0.6100283873785348,0.0,0.0207719183316956,0.0,0.3691996942897696,04005,Arizona,AZ
111,Arizona,Gila,27662,0.3232954956257682,0.0,0.012363531198033403,0.0,0.6643409731761984,04007,Arizona,AZ
112,Arizona,Graham,14995,0.2690230076692231,0.0,0.014138046015338445,0.0,0.7168389463154384,04009,Arizona,AZ
113,Arizona,Greenlee,3685,0.32075983717774764,0.0,0.018995929443690638,0.0,0.6602442333785618,04011,Arizona,AZ
114,Arizona,La Paz,7458,0.2998122821131671,0.0,0.01246983105390185,0.0,0.6877178868329311,04012,Arizona,AZ
115,Arizona,Maricopa,2068144,0.5032405867289705,0.0,0.0153301704330066,0.0,0.4814292428380229,04013,Arizona,AZ
116,Arizona,Mohave,104668,0.2372358313906829,0.0,0.012439331983032063,0.0,0.750324836626285,04015,Arizona,AZ
117,Arizona,Navajo,51767,0.45169702706357334,0.0,0.014043695790754727,0.0,0.534259277145672,04017,Arizona,AZ
118,Arizona,Pima,520397,0.5860544930120658,0.0,0.014715688214958963,0.0,0.39922981877297525,04019,Arizona,AZ
119,Arizona,Pinal,184974,0.4060354428189908,0.0,0.015088607047476943,0.0,0.5788759501335323,04021,Arizona,AZ
120,Arizona,Santa Cruz,19556,0.6718142769482511,0.0,0.011454285129883411,0.0,0.3167314379218654,04023,Arizona,AZ
121,Arizona,Yavapai,143221,0.3463318926693711,0.0,0.014606796489341647,0.0,0.6390613108412873,04025,Arizona,AZ
122,Arizona,Yuma,69881,0.4609264320773887,0.0,0.016270517021794193,0.0,0.5228030509008171,04027,Arizona,AZ
123,Arkansas,Arkansas,6292,0.28893833439287986,0.0025429116338207248,0.007310870947234584,0.017164653528289893,0.684043229497775,05001,Arkansas,AR
124,Arkansas,Ashley,7926,0.2681049709815796,0.0011355034065102195,0.0031541761291950542,0.027630582891748676,0.6999747665909665,05003,Arkansas,AR
125,Arkansas,Baxter,21007,0.22064073880135193,0.002046936735373923,0.008711381920312277,0.014756985766649211,0.7538439567763127,05005,Arkansas,AR
126,Arkansas,Benton,119912,0.3523333778103943,0.0023100273533924877,0.016445393288411502,0.012083861498432184,0.6168273400493696,05007,Arkansas,AR
127,Arkansas,Boone,17114,0.17903470842585018,0.0032137431342760315,0.008940049082622414,0.011102021736589926,0.7977094776206615,05009,Arkansas,AR
128,Arkansas,Bradley,3654,0.3322386425834702,0.0010946907498631637,0.0090311986863711,0.018609742747673783,0.6390257252326218,05011,Arkansas,AR
129,Arkansas,Calhoun,2182,0.21952337305224565,0.0036663611365719525,0.007332722273143905,0.019706691109074245,0.7497708524289642,05013,Arkansas,AR
130,Arkansas,Carroll,11797,0.3410189031109604,0.004068831058743749,0.00847673137238281,0.017122997372213275,0.6293125370856998,05015,Arkansas,AR
131,Arkansas,Chicot,4103,0.5508164757494516,0.0012186205215695832,0.004143309773336583,0.01681696319766025,0.42700463075798195,05017,Arkansas,AR
132,Arkansas,Clark,8395,0.4095294818344253,0.0057176891006551515,0.009410363311494937,0.02549136390708755,0.5498511018463371,05019,Arkansas,AR
133,Arkansas,Clay,5183,0.1856067914335327,0.0021223229789697085,0.010225737989581324,0.0136986301369863,0.78834651746093,05021,Arkansas,AR
134,Arkansas,Cleburne,12680,0.15678233438485806,0.0007886435331230284,0.008280757097791799,0.019637223974763408,0.8145110410094637,05023,Arkansas,AR
135,Arkansas,Cleveland,3600,0.18083333333333335,0.0022222222222222222,0.0075,0.013055555555555556,0.7963888888888889,05025,Arkansas,AR
136,Arkansas,Columbia,8616,0.3266016713091922,0.008240482822655524,0.006151346332404828,0.020659238625812443,0.638347260909935,05027,Arkansas,AR
137,Arkansas,Conway,8685,0.30109383995394357,0.002072538860103627,0.008981001727115717,0.03223949337938975,0.6556131260794473,05029,Arkansas,AR
138,Arkansas,Craighead,38511,0.30954792137311415,0.003141959440159954,0.011425307055127107,0.012230271870374699,0.6636545402612241,05031,Arkansas,AR
139,Arkansas,Crawford,24091,0.20584450624714623,0.0014528247063218629,0.011373541986634013,0.008966003901872069,0.7723631231580258,05033,Arkansas,AR
140,Arkansas,Crittenden,16367,0.5201930714242072,0.0017718580069652349,0.006843037820003666,0.02315635119447669,0.44803568155434714,05035,Arkansas,AR
141,Arkansas,Cross,6942,0.25525785076346874,0.0011524056467876692,0.006914433880726016,0.024200518582541054,0.7124747911264765,05037,Arkansas,AR
142,Arkansas,Dallas,2649,0.3635334088335221,0.0011325028312570782,0.005285013212533031,0.0362400906002265,0.5938089845224613,05039,Arkansas,AR
143,Arkansas,Desha,4164,0.484149855907781,0.0024015369836695487,0.004322766570605188,0.047790585975024016,0.4613352545629203,05041,Arkansas,AR
144,Arkansas,Drew,6908,0.3511870295309786,0.003039953676896352,0.00390851187029531,0.012304574406485235,0.6295599305153445,05043,Arkansas,AR
145,Arkansas,Faulkner,54428,0.3370875284779893,0.002921290512236349,0.015433232894833542,0.012144484456529728,0.6324134636584111,05045,Arkansas,AR
146,Arkansas,Franklin,7129,0.18235376630663488,0.001262449151353626,0.009398232571188105,0.010660681722541731,0.7963248702482817,05047,Arkansas,AR
147,Arkansas,Fulton,5119,0.20218792732955657,0.0007814026176987692,0.007423324868138308,0.01582340300840008,0.7737839421762063,05049,Arkansas,AR
148,Arkansas,Garland,44199,0.3177673703024955,0.002307744519106767,0.008959478721238036,0.013280843457996787,0.6576845629991629,05051,Arkansas,AR
149,Arkansas,Grant,8200,0.1546341463414634,0.000975609756097561,0.006829268292682927,0.009024390243902438,0.8285365853658536,05053,Arkansas,AR
150,Arkansas,Greene,16100,0.18993788819875776,0.0020496894409937887,0.011677018633540372,0.00937888198757764,0.7869565217391304,05055,Arkansas,AR
151,Arkansas,Hempstead,6848,0.31220794392523366,0.0035046728971962616,0.004526869158878504,0.02701518691588785,0.6527453271028038,05057,Arkansas,AR
152,Arkansas,Hot Spring,12557,0.2454407899976109,0.0012741896949908418,0.007406227602134267,0.013060444373656128,0.7328183483316079,05059,Arkansas,AR
153,Arkansas,Howard,4834,0.2772031443938767,0.0022755482002482417,0.005585436491518411,0.018411253620190318,0.6965246172941664,05061,Arkansas,AR
154,Arkansas,Independence,14512,0.1933572216097023,0.0015848952590959205,0.01012954796030871,0.019707828004410143,0.7752205071664829,05063,Arkansas,AR
155,Arkansas,Izard,5810,0.1757314974182444,0.0006884681583476765,0.00946643717728055,0.017039586919104992,0.7970740103270224,05065,Arkansas,AR
156,Arkansas,Jackson,5091,0.26812021213906895,0.0009821253191907287,0.007267727362011393,0.01787468080927126,0.7057552543704577,05067,Arkansas,AR
157,Arkansas,Jefferson,25158,0.5954765879640671,0.001033468479211384,0.004213371492169489,0.020828364734875586,0.37844820732967643,05069,Arkansas,AR
158,Arkansas,Johnson,9498,0.24036639292482628,0.0026321330806485578,0.010212676352916403,0.016319225100021057,0.7304695725415877,05071,Arkansas,AR
159,Arkansas,Lafayette,2679,0.3131765584173199,0.001866368047779022,0.0033594624860022394,0.025755879059350503,0.6558417319895483,05073,Arkansas,AR
160,Arkansas,Lawrence,5857,0.18439474133515452,0.0013658869728529965,0.008878265323544477,0.025268908997780434,0.7800921973706676,05075,Arkansas,AR
161,Arkansas,Lee,2848,0.4996488764044944,0.0024578651685393258,0.0028089887640449437,0.04353932584269663,0.4515449438202247,05077,Arkansas,AR
162,Arkansas,Lincoln,3875,0.2663225806451613,0.005161290322580645,0.005419354838709678,0.018838709677419355,0.704258064516129,05079,Arkansas,AR
163,Arkansas,Little River,5177,0.2368166892022407,0.0013521344407958276,0.008499130770716632,0.035734981649604015,0.7175970639366428,05081,Arkansas,AR
164,Arkansas,Logan,8225,0.18772036474164133,0.0019452887537993921,0.010699088145896657,0.016534954407294834,0.7831003039513678,05083,Arkansas,AR
165,Arkansas,Lonoke,30662,0.21805492140108276,0.0023481834192159677,0.013143304415889375,0.020122627356336832,0.7463309634074751,05085,Arkansas,AR
166,Arkansas,Madison,7351,0.21262413277105155,0.0025846823561420213,0.007345939327982587,0.007754047068426064,0.7696911984763978,05087,Arkansas,AR
167,Arkansas,Marion,7503,0.20405171264827401,0.002532320405171265,0.008663201386112223,0.013994402239104359,0.7707583633213382,05089,Arkansas,AR
168,Arkansas,Miller,16529,0.25682134430395065,0.00248048883780023,0.006110472502873737,0.013430939560771977,0.7211567547946034,05091,Arkansas,AR
169,Arkansas,Mississippi,12342,0.3693080538000324,0.0019445794846864365,0.009722897423432183,0.027872305947172257,0.5911521633446767,05093,Arkansas,AR
170,Arkansas,Monroe,2816,0.4073153409090909,0.01171875,0.004261363636363636,0.028053977272727272,0.5486505681818182,05095,Arkansas,AR
171,Arkansas,Montgomery,3873,0.1887425768138394,0.0018073844564936742,0.006713142266976504,0.016266460108443067,0.7864704363542474,05097,Arkansas,AR
172,Arkansas,Nevada,3358,0.32042882668254913,0.007742703990470518,0.0023823704586063135,0.03424657534246575,0.6351995235259082,05099,Arkansas,AR
173,Arkansas,Newton,3998,0.17733866933466733,0.002751375687843922,0.00575287643821911,0.015757878939469734,0.7983991995997999,05101,Arkansas,AR
174,Arkansas,Ouachita,9629,0.41489251220272094,0.006127323709627168,0.008204382594246547,0.020978294734655727,0.5497974867587496,05103,Arkansas,AR
175,Arkansas,Perry,4627,0.21871623081910524,0.004322455154527772,0.007564296520423601,0.017505943375837475,0.7518910741301059,05105,Arkansas,AR
176,Arkansas,Phillips,6242,0.5804229413649471,0.00256328099967959,0.0024030759371996154,0.027395065684075615,0.38721563601409803,05107,Arkansas,AR
177,Arkansas,Pike,4246,0.15167216203485634,0.0009420631182289214,0.009656146961846444,0.008949599623174752,0.8287800282618936,05109,Arkansas,AR
178,Arkansas,Poinsett,7521,0.18933652439835127,0.0013296104241457252,0.005318441696582901,0.017151974471479856,0.7868634490094403,05111,Arkansas,AR
179,Arkansas,Polk,8490,0.14676089517078916,0.001177856301531213,0.00977620730270907,0.013663133097762074,0.8286219081272085,05113,Arkansas,AR
180,Arkansas,Pope,24432,0.2362475442043222,0.0022102161100196463,0.009823182711198428,0.011665029469548133,0.7400540275049116,05115,Arkansas,AR
181,Arkansas,Prairie,3495,0.1871244635193133,0.0008583690987124463,0.004577968526466381,0.010300429184549357,0.7971387696709585,05117,Arkansas,AR
182,Arkansas,Pulaski,169956,0.5998434889030102,0.0025889053637412037,0.009814304878909835,0.013026901080279601,0.3747263997740592,05119,Arkansas,AR
183,Arkansas,Randolph,6812,0.1783617146212566,0.001467997651203758,0.00807398708162067,0.025983558426306518,0.7861127422196125,05121,Arkansas,AR
184,Arkansas,Saline,56959,0.28195719728225566,0.0020716655840165733,0.010446110360083569,0.011060587440088485,0.6944644393335557,05125,Arkansas,AR
185,Arkansas,Scott,3551,0.13601802309208674,0.0014080540692762602,0.008729935229512813,0.019712756969867642,0.8341312306392565,05127,Arkansas,AR
186,Arkansas,Searcy,4019,0.14630505100771335,0.0009952724558347848,0.007464543418760886,0.007962179646678278,0.8372729534710127,05129,Arkansas,AR
187,Arkansas,Sebastian,47140,0.3073186253712346,0.002078913873568095,0.017055579126007636,0.011731014000848536,0.6618158676283411,05131,Arkansas,AR
188,Arkansas,Sevier,5202,0.21453287197231835,0.0019223375624759708,0.01057285659361784,0.0263360246059208,0.746635909265667,05133,Arkansas,AR
189,Arkansas,Sharp,7566,0.18477398889770025,0.003832936822627544,0.006872852233676976,0.019693365054189796,0.7848268569918054,05135,Arkansas,AR
190,Arkansas,St. Francis,7108,0.5070343275182893,0.0029544175576814856,0.005205402363534046,0.028700056274620148,0.45610579628587505,05123,Arkansas,AR
191,Arkansas,Stone,5938,0.19872010778039745,0.0031997305490063994,0.00791512293701583,0.012798922196025598,0.7773661165375547,05137,Arkansas,AR
192,Arkansas,Union,16607,0.33624375263443124,0.0021677605828867345,0.01095923405792738,0.019690491961221173,0.6309387607635335,05139,Arkansas,AR
193,Arkansas,Van Buren,7807,0.20404764954527987,0.002433713334187268,0.0069168694761111826,0.013705648776738823,0.7728961188676828,05141,Arkansas,AR
194,Arkansas,Washington,94266,0.46489720577939025,0.003320391233318482,0.015000106082787007,0.012846625506545308,0.5039356713979589,05143,Arkansas,AR
195,Arkansas,White,30885,0.19355674275538287,0.0012951270843451514,0.012789379957908369,0.009389671361502348,0.7829690788408613,05145,Arkansas,AR
196,Arkansas,Woodruff,2476,0.345718901453958,0.0024232633279483036,0.005654281098546042,0.023021001615508886,0.6231825525040388,05147,Arkansas,AR
197,Arkansas,Yell,6741,0.19047619047619047,0.0020768431983385254,0.009790832220738763,0.022400237353508382,0.7752558967512239,05149,Arkansas,AR
198,California,Alameda,770070,0.8020816289428234,0.006056592257846689,0.00817458153154908,0.006678613632526914,0.17700858363525393,06001,California,CA
199,California,Alpine,741,0.6423751686909581,0.005398110661268556,0.020242914979757085,0.002699055330634278,0.3292847503373819,06003,California,CA
200,California,Amador,22304,0.36553981348637016,0.004931850789096126,0.0156474175035868,0.0047973457675753225,0.6090835724533716,06005,California,CA
201,California,Butte,102066,0.4940528677522387,0.004967374052083946,0.017380910391315424,0.00616267905081026,0.4774361687535516,06007,California,CA
202,California,Calaveras,27164,0.36982771314975704,0.0046016786923869825,0.013216021204535414,0.00427035782653512,0.6080842291267855,06009,California,CA
203,California,Colusa,7961,0.4068584348699912,0.0031403090064062306,0.010174601180756186,0.007159904534606206,0.5726667504082402,06011,California,CA
