,"('total_cost', '1p0c')","('total_cost', '1p1c')","('total_cost', '1p2c')","('total_cost', '1p3c')","('total_cost', '1p4c')","('total_cost', '2p0c')","('total_cost', '2p1c')","('total_cost', '2p2c')","('total_cost', '2p3c')","('total_cost', '2p4c')",county_name,noHS,HS,someCol,Col
228,37347.5832,56231.3256,71055.756,84675.9204,91099.512,50510.3316,70689.9204,83769.6564,95641.6752,102312.2232,Bond ,11.23736318823628,32.71785445734815,34.87342300944105,21.17135934497452
229,38036.484,52303.4292,65771.8824,83703.6444,89337.9024,49210.3716,64697.5488,78083.6136,93172.0896,99137.988,Bonner ,8.101411696917316,30.36876980697206,34.9438202247191,26.58599827139153
230,33887.3784,50704.23,64716.1524,82468.4004,87975.234,47874.4836,63327.3168,77364.4104,92495.6664,98187.6444,Bonneville ,7.49763673193788,25.33288318703579,35.87711006076975,31.29237002025658
231,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,10.88817549491707,33.81869601773293,37.52961858900864,17.76350989834136
232,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,12.91898455369497,32.48524553130206,29.76025753254455,24.83551238245842
233,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,5.590678606106376,18.97076275757903,26.02438234976804,49.41417628654655
234,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,5.853761622992392,32.24852071005917,36.29015215553677,25.60756551141167
235,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,6.818309843287029,28.5913858564009,30.63282297405392,33.95748132625815
236,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,5.001082876118972,20.863413225527,25.62987294253537,48.50563095581865
237,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,5.176093916755603,40.20811099252935,35.08537886872999,19.53041622198506
238,36145.9479,55247.3511,70807.2597,87141.6717,93395.91495,50831.216400000005,68840.11455,83087.53935,97647.78315,104390.33925,Boone ,15.92587875700459,47.23637289862456,25.58583800305654,11.25191034131432
239,37317.9756,50295.3108,60105.8088,71988.1344,76561.8276,49477.3356,63004.5288,71356.5,82158.9084,87084.6852,Borden ,7.82122905027933,24.86033519553072,29.32960893854749,37.98882681564245
240,34014.27,46380.5388,55124.8824,65859.3924,70269.5508,45616.0608,58260.774,67142.1324,76350.0936,81132.7092,Bosque ,10.47931613494123,33.17814074187147,37.96366966875286,18.37887345443444
241,36629.8248,53744.256,64282.0428,78490.5708,84360.0936,50937.3636,65986.9044,76412.3256,88055.6952,93945.492,Bossier Parish,9.63498000773894,29.45135607330887,34.13810489781082,26.77555902114138
242,39481.7724,61728.4692,77151.9144,95134.2192,101810.9532,54163.998,75508.6992,88599.1872,104628.3276,111587.754,Botetourt ,6.188358932902183,34.96766370250607,31.46725949878739,27.37671786580437
243,35395.2072,50155.9332,61105.0896,72290.9352,77755.488,46547.8248,61856.1792,72037.4004,82818.1284,87881.3256,Bottineau ,6.738787469010593,28.64548118097814,40.04958305161145,24.56614829839982
244,48944.0532,79660.0608,98037.7212,124546.296,131017.476,63908.0688,91490.9184,108881.2848,133060.5,140371.848,Boulder ,4.512600829421683,11.09875586747482,21.52622704279269,62.8624162603108
245,36804.6684,50484.3228,63396.1872,80110.008,85750.3416,47950.9272,62841.0816,75776.7072,89883.7152,95735.508,Boundary ,11.71532846715328,37.77372262773723,34.17274939172749,16.33819951338199
246,34638.2904,49617.3048,61977.149399999995,76064.5548,81067.30679999999,46779.4056,62054.6514,73670.32620000001,85967.0508,91178.5254,Bourbon ,9.879797553774779,31.54787009700548,35.02741459299873,23.544917756221
247,34638.2904,49617.3048,61977.149399999995,76064.5548,81067.30679999999,46779.4056,62054.6514,73670.32620000001,85967.0508,91178.5254,Bourbon ,14.20678768745067,34.34742053526584,28.37769964841788,23.06809212886561
248,34637.0688,48995.8824,59196.8616,70528.5468,75888.6324,46191.9024,61018.6932,70557.504,81664.3716,86736.1584,Bowie ,10.24676067073171,33.77635924796748,33.04592225609756,22.93095782520325
249,35598.2436,50636.5488,61888.8756,76276.266,82271.3616,47019.4632,62594.3964,73054.6524,86798.478,92192.5548,Bowman ,9.683604985618409,35.33077660594439,36.1457334611697,18.8398849472675
250,36390.6684,54152.3088,73401.1176,91046.3436,98491.2072,52488.5628,70516.758,87789.27,103623.3984,111245.6256,Box Butte ,9.469595499598178,32.19930350924189,39.59282078757032,18.7382802035896
251,34817.7336,50208.5628,66241.494,82056.8028,87622.764,46060.3596,62575.8228,77019.9204,90956.766,96626.0748,Box Elder ,6.27930983630733,32.03952219436662,37.2511428992774,24.43002507004867
252,35495.0856,52316.066999999995,69800.9238,86604.16440000001,93289.3038,50731.972200000004,66160.0548,82114.94519999999,97612.6788,104050.3242,Boyd ,11.74770191362664,32.68485864600798,34.95981962189975,20.60761981846563
253,35495.0856,52316.066999999995,69800.9238,86604.16440000001,93289.3038,50731.972200000004,66160.0548,82114.94519999999,97612.6788,104050.3242,Boyd ,4.926470588235294,43.52941176470588,34.70588235294117,16.83823529411765
254,33379.236,48000.2052,58827.6444,71746.1016,76724.238,44597.0304,59287.3128,69429.768,82016.2152,86464.4472,Boyle ,10.30300054019545,35.2354761086284,27.76113539262387,26.70038795855227
255,33290.2152,49460.01,64361.5428,78747.1404,83943.5448,46541.3148,61159.5468,75257.256,87971.2908,94105.2252,Bracken ,11.13423517169615,46.94762400277489,28.94554283732224,12.97259798820673
256,35211.3606,49113.948,61350.9402,75652.6434,81004.356,46918.2054,60977.1798,72878.1768,85900.3974,91050.6504,Bradford ,18.0195683170264,41.47204877329269,28.72805939328384,11.78032351639707
257,35211.3606,49113.948,61350.9402,75652.6434,81004.356,46918.2054,60977.1798,72878.1768,85900.3974,91050.6504,Bradford ,9.780795526631112,47.46610906186124,23.23144515189249,19.52165025961516
258,33375.489,48448.7604,58337.4174,69994.5324,75230.0742,45542.6748,60226.4652,69279.132,80220.84659999999,85396.3068,Bradley ,15.87367259688319,42.90442697558957,28.69948972555509,12.52241070197214
259,33375.489,48448.7604,58337.4174,69994.5324,75230.0742,45542.6748,60226.4652,69279.132,80220.84659999999,85396.3068,Bradley ,12.58655031774637,31.64591265701007,32.85592336147207,22.91161366377149
260,34194.5592,49241.5668,62735.3316,75756.8316,79960.5996,45681.8208,60698.5548,74119.3248,85059.8088,89451.1932,Branch ,11.12761560320331,41.50736243864635,31.99431671402738,15.37070524412296
261,33417.0384,46029.3864,55419.5688,68279.0916,73127.226,44288.4672,57410.8716,66693.3756,77732.2152,82937.262,Brantley ,18.71086851822123,45.28014127468293,29.51517097447423,6.493819232621608
262,39405.4596,54040.7052,68588.8128,84001.0836,91383.5508,55048.5528,70047.8316,83693.7132,97362.6912,105863.016,Braxton ,17.94489947877885,47.32475268588448,20.90203169875545,13.82831613658121
263,37602.5976,57635.3208,69133.7988,85935.3228,91122.3864,53870.1036,69607.6464,80896.0836,95311.1832,100544.6364,Brazoria ,11.19059594225549,24.21511615823624,33.3078390702353,31.28644882927296
264,34901.1564,50594.5428,61628.3088,77030.0688,81980.994,47986.644,63370.1364,73210.3008,87361.9392,92343.4272,Brazos ,11.28264227349483,20.9502773042664,25.55040695301433,42.21667346922443
265,32561.1972,46310.5572,56925.2172,67823.8188,72339.7212,43736.478,57523.3008,67298.748,77212.8864,82781.5728,Breathitt ,22.53939021894823,38.38755882954778,22.21199099652138,16.86105995498261
266,34882.3392,47124.5856,57744.258,68341.6176,73738.1016,45649.8012,58390.6872,68227.2828,78651.5748,83524.7112,Breckinridge ,13.90610529315381,44.33995868062976,27.59848970577759,14.15544632043884
267,35709.5712,54892.1832,66653.508,79633.9224,86548.8984,48138.984,67116.3984,77869.4472,89742.744,95815.506,Bremer ,3.512751348700343,30.4009318293281,32.41785188818048,33.66846493379108
268,36494.6364,56086.752,68304.7968,84903.258,90661.3476,51277.254,69033.3756,79690.986,94512.0648,100449.7032,Brevard ,7.509306290784763,26.42384017282474,34.3873023808036,31.6795511555869
269,35946.9108,48659.6256,57916.1076,71388.0528,76142.8716,47785.1568,61137.8088,70459.3476,82214.1324,87394.8696,Brewster ,12.01117318435754,16.38268156424581,25.55865921787709,46.04748603351955
270,36282.5856,48825.6036,57748.3248,70778.3904,76140.3804,48286.2252,60616.23,68856.1176,81763.8984,86690.4024,Briscoe ,14.80331262939959,35.71428571428572,33.85093167701863,15.63146997929607
271,42391.3092,64492.6056,80866.5816,100350.6684,106461.504,56977.6464,77824.0956,93360.978,110147.1684,116310.4224,Bristol Bay Borough,5.287713841368585,30.17107309486781,42.45723172628305,22.08398133748056
272,39401.3718,64225.623,82026.1992,100017.5916,106599.246,53957.3082,76900.1016,92696.77739999999,108733.2366,116550.756,Bristol ,14.16479154677014,30.15217493324903,26.35632300308993,29.3267105168909
273,39401.3718,64225.623,82026.1992,100017.5916,106599.246,53957.3082,76900.1016,92696.77739999999,108733.2366,116550.756,Bristol ,8.404067568703253,20.76645096226574,21.36874247135614,49.46073899767487
274,33274.0896,50696.9472,62911.8456,76381.0548,82805.8008,45646.236,63449.2092,74960.004,87775.3068,93621.8088,Bristol city,13.21998047510576,30.89000976244712,32.46013667425968,23.42987308818744
275,38009.0364,55757.0448,73173.3636,88186.02,94083.6096,50449.7868,68845.3656,84167.1324,97154.4144,103391.9184,Broadwater ,7.091599831152386,26.53018151118616,42.84508231321232,23.53313634444913
276,47795.148,74994.9204,105162.3396,128410.716,130840.26,59822.4612,88005.228,115611.5508,137133.984,140378.196,Bronx ,25.87103619641621,27.85533524001701,25.33509409734093,20.93853446622585
277,34694.7252,52593.4632,68208.0708,83971.8984,90673.2888,49730.4024,67192.8336,82723.0776,95926.0776,102912.1404,Brooke ,7.052573731452647,41.74146669109117,30.67716920070831,20.52879037674788
278,36387.9228,51062.5728,65341.0836,81716.3028,88136.238,49881.264,65851.3884,78665.3256,93441.5268,100015.266,Brookings ,3.75556279170737,24.55226310647997,28.72028655161185,42.9718875502008
279,33808.639200000005,46890.0246,55987.3158,67444.82519999999,72343.875,45459.120599999995,58817.1096,67176.5508,78045.1026,83363.6778,Brooks ,18.44334627603248,34.10695375926579,30.65654782915637,16.79315213554536
280,33808.639200000005,46890.0246,55987.3158,67444.82519999999,72343.875,45459.120599999995,58817.1096,67176.5508,78045.1026,83363.6778,Brooks ,31.46233382570163,26.52458324541043,23.97130196243933,18.04178096644862
281,35858.3496,57394.746,80579.2908,97025.8596,99763.9692,48608.0508,72504.1176,92943.1644,107643.1872,110735.5428,Broome ,9.423849254853135,30.55823381592633,31.1094071470327,28.90850978218784
282,52329.1812,85949.484,105113.4372,133075.524,139216.728,66965.4612,97043.0688,115534.1256,141552.612,148683.312,Broomfield ,3.415477734543882,12.97606414337932,25.83618284007389,57.77227528200291
283,41138.7192,64745.4612,78484.7808,102345.3516,109410.1992,56352.4392,77414.2848,89631.522,111891.1644,118571.9412,Broward ,10.03151306351788,26.84051712849939,28.84405543738561,34.28391437059712
284,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,19.31228373702422,38.27854671280277,29.41176470588236,12.99740484429066
285,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,6.939051156508526,34.22252237042039,31.14975519162587,27.68867128144522
286,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,6.495726495726497,38.01087801087802,36.41025641025641,19.08313908313908
287,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,6.827173053012321,35.70136769526393,33.81372216570589,23.65773708601786
288,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,6.256109481915933,36.90127077223851,34.35972629521017,22.48289345063538
289,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,13.27764127764128,45.62162162162162,26.52252252252253,14.57821457821458
290,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,6.791124470988411,30.70047067199304,30.10718664715422,32.40121820986433
291,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,13.05808204702419,34.83790617805789,32.69804128769294,19.40597048722497
292,34698.16733333333,52508.0052,65452.81506666666,79966.29759999999,85597.868,48114.77773333333,65212.62066666667,77222.45826666667,90168.18746666667,95977.59706666665,Brown ,7.62226063681481,29.22098923771818,31.37233034071265,31.78441978475436
293,35781.7356,50723.76,64753.2072,80500.1892,87042.5388,49984.6284,65456.766,77968.5468,92168.736,98860.4064,Brule ,11.96777905638665,34.89643268124281,28.56731875719217,24.56846950517837
294,36566.4828,53680.00199999999,65235.009000000005,79729.0722,85833.3072,49223.8122,66156.2724,77215.5582,90060.96119999999,96038.95319999999,Brunswick ,7.207892882311487,27.96053558844256,33.1595019967113,31.67206953253465
295,36566.4828,53680.00199999999,65235.009000000005,79729.0722,85833.3072,49223.8122,66156.2724,77215.5582,90060.96119999999,96038.95319999999,Brunswick ,21.59177135148807,35.73054548520361,26.56605682488829,16.11162633842003
296,41233.432799999995,57663.7176,72255.504,90030.5532,96856.5642,54519.387,71608.5822,84591.372,100916.76000000001,107568.3696,Bryan ,7.71578831230922,27.07881284248464,31.70166599242397,33.50373285278217
297,41233.432799999995,57663.7176,72255.504,90030.5532,96856.5642,54519.387,71608.5822,84591.372,100916.76000000001,107568.3696,Bryan ,12.8878125409085,32.40934677313784,30.99554915564864,23.70729153030501
298,34841.5108,51404.011999999995,63109.494000000006,76484.6444,82443.0076,48012.858799999995,64204.488399999995,74866.0956,87005.9784,93154.67599999999,Buchanan ,6.241371793940274,35.05776356898932,37.27385017801351,21.42701445905689
299,34841.5108,51404.011999999995,63109.494000000006,76484.6444,82443.0076,48012.858799999995,64204.488399999995,74866.0956,87005.9784,93154.67599999999,Buchanan ,10.47633819322373,38.2070106503981,29.18174611381105,22.13490504256712
300,34841.5108,51404.011999999995,63109.494000000006,76484.6444,82443.0076,48012.858799999995,64204.488399999995,74866.0956,87005.9784,93154.67599999999,Buchanan ,26.27859162169108,38.49267540478026,23.88203546646106,11.34669750706759
301,36500.9184,54344.4252,67175.7192,82131.018,89123.4204,50126.982,66664.5468,78540.6504,92523.1812,98906.3904,Buckingham ,19.1710255190997,45.53812014582343,23.53780313837375,11.75305119670312
302,42357.1788,68839.0668,89631.0348,109634.8356,116128.746,57793.9272,81603.5328,100911.5748,118521.5508,125440.248,Bucks ,5.513858250329597,27.73620074167563,23.83190417533507,42.91803683265971
303,33310.8864,49836.1872,59993.1324,72616.5708,77591.1036,46098.0444,62414.49,70978.6992,82168.2888,87260.9064,Buena Vista ,20.63322116855307,31.12572652187213,26.59070052003671,21.65035178953809
304,33536.3472,50781.726,61535.0268,75833.478,81251.8008,47917.74,63616.98,74425.9632,86623.1424,92246.478,Buena Vista city,20.1514411333659,34.14753297508549,26.20908646800195,19.49193942354665
305,35634.718,53203.207200000004,68999.56439999999,83992.0196,90074.67959999999,49619.08119999999,66955.2928,81226.3084,94520.9004,101154.98839999999,Buffalo ,7.703544994156602,24.66238150889495,33.10609011816647,34.52798337878198
306,35634.718,53203.207200000004,68999.56439999999,83992.0196,90074.67959999999,49619.08119999999,66955.2928,81226.3084,94520.9004,101154.98839999999,Buffalo ,18.81881881881882,41.14114114114114,33.13313313313314,6.906906906906906
307,35634.718,53203.207200000004,68999.56439999999,83992.0196,90074.67959999999,49619.08119999999,66955.2928,81226.3084,94520.9004,101154.98839999999,Buffalo ,8.44229383300731,39.46257592916709,32.47194481622568,19.62318542159992
308,35443.7964,52692.1752,69962.2908,86522.1684,91957.9512,48772.8276,65152.1664,80736.486,95232.8556,100958.6364,Bullitt ,10.5086097768221,40.82057329148386,32.56455164999046,16.10626528170357
309,35283.1548,47167.5,55856.8296,69165.8088,73826.976,46793.244,59350.1952,67279.992,79503.5628,85274.484,Bulloch ,11.79932421848777,29.72096041531473,30.20653852178388,28.27317684441362
310,36494.0592,50236.3416,64977.6444,78305.0268,84276.3228,49320.1464,63318.006,77276.1096,89028.744,95224.4532,Bullock ,22.39348553148175,41.3116184382725,24.60375163588774,11.69114439435801
311,47035.4592,68859.3048,85292.6832,106961.6484,113652.0468,59770.1076,83020.7928,96701.0976,116802.5856,123739.92,Buncombe ,8.134063384811755,23.00016714869649,26.58525343287967,42.28051603361208
312,35534.8248,53307.1116,66120.5508,78858.258,84891.4692,50207.9712,67897.0776,79251.756,90401.1264,96614.6364,Bureau ,9.405314213412062,35.51244200759173,34.65626318009279,20.42598059890342
313,34585.560399999995,48904.285200000006,59516.273199999996,71103.768,76509.8456,46071.3368,61034.9432,70594.06199999999,81553.77519999999,86679.5352,Burke ,16.07926671830622,36.38006713142267,32.39091143816163,15.14975471210948
314,34585.560399999995,48904.285200000006,59516.273199999996,71103.768,76509.8456,46071.3368,61034.9432,70594.06199999999,81553.77519999999,86679.5352,Burke ,16.68640159541319,31.23987286551165,33.42110183223233,18.65262370684283
315,34585.560399999995,48904.285200000006,59516.273199999996,71103.768,76509.8456,46071.3368,61034.9432,70594.06199999999,81553.77519999999,86679.5352,Burke ,5.952380952380952,29.76190476190476,42.52645502645503,21.75925925925926
316,34227.3576,51239.6952,81226.1544,105092.2848,110644.02,44870.7948,62403.7908,91253.9592,112053.0588,117734.8596,Burleigh ,5.112921084163747,23.102940953421,34.56795741001957,37.21618055239569
317,34350.894,48596.5728,59433.9024,72922.1304,77821.5996,47046.2868,61281.3108,70737.012,83127.0648,88230.1524,Burleson ,17.1975546975547,34.01705276705277,27.71879021879022,21.06660231660232
318,43370.8476,68967.3756,86566.77,106582.254,113106.5628,58519.2192,81459.264,97938.5796,115504.1364,122345.328,Burlington ,6.03637835699368,26.91207183667461,27.10067990910011,39.9508698972316
319,37441.9224,49830.3756,59930.6196,73165.8864,78116.1324,50061.3756,62810.3436,71556.6684,83667.1176,88856.1792,Burnet ,11.40277737845375,30.37577987981944,30.39878094361864,27.82266179810816
320,35146.2216,54659.274,69881.9124,83536.746,89514.7032,48073.0836,67519.77,80970.6264,92861.3676,99075.75,Burnett ,7.325599872874624,38.00254250754807,33.19561417447958,21.47624344509773
321,34658.6832,51036.8616,68541.9672,82703.1564,88450.4004,47766.3984,64354.0488,80052.2052,92381.52,98317.9332,Burt ,8.938428874734607,36.24203821656051,31.71974522292993,23.09978768577495
322,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,14.43514644351464,45.20322773460849,26.32247459653317,14.03915122534369
323,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,5.856832971800434,36.56083612699665,38.47367383159141,19.10865706961152
324,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,6.303005631318272,26.58253612863831,34.85084922088789,32.26360901915552
325,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,19.1705069124424,45.91013824884793,21.10599078341014,13.81336405529954
326,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,15.81034423819779,39.79420914094281,31.28909855399446,13.10634806686494
327,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,6.254355400696864,36.86411149825784,33.06620209059233,23.81533101045296
328,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,8.478621626291321,32.61422492596625,27.09775668714565,31.80939676059677
329,35010.77205,52204.4091,66354.4044,80960.08815,86576.66235,48073.02645,64893.64905,77806.1316,90860.94585,96899.63954999999,Butler ,4.496127407213838,31.26020774808911,26.03601837939069,38.20764646530636
330,39059.900799999996,56971.88879999999,71090.87319999999,89260.1504,95966.40639999999,53296.5296,71602.7012,84520.75559999999,100261.27320000001,107127.5708,Butte ,9.660469729262065,22.30053387917027,38.27892548903754,29.76007090253012
331,39059.900799999996,56971.88879999999,71090.87319999999,89260.1504,95966.40639999999,53296.5296,71602.7012,84520.75559999999,100261.27320000001,107127.5708,Butte ,10.78379800105208,32.140978432404,42.39873750657549,14.67648605996844
332,39059.900799999996,56971.88879999999,71090.87319999999,89260.1504,95966.40639999999,53296.5296,71602.7012,84520.75559999999,100261.27320000001,107127.5708,Butte ,8.689438330713163,40.48878090610262,30.49878519365442,20.3229955695298
333,38691.2748,55249.758,66903.8736,81981.768,88146.6264,51102.0996,69047.478,79072.2072,92297.9004,98748.234,Butts ,18.84905981934897,41.40771459410328,27.55780264727603,12.18542293927171
334,39714.0732,57844.4292,70265.4732,85867.0488,91270.248,51654.8148,69670.6872,80998.1664,94528.1136,101066.0628,Cabarrus ,9.32095989534361,25.26198165787716,30.64742515296459,34.76963329381464
335,37852.5348,59188.6812,78044.8536,97171.6404,106455.246,56622.996,76735.7808,94062.8316,112559.73,121264.212,Cabell ,10.73396378333149,32.46238613220505,28.53444056772075,28.26920951674271
336,33088.4124,49583.256,65883.8148,83240.5248,89025.504,46065.246,62387.8296,77215.9104,92592.3696,98505.8088,Cache ,5.837091277105564,20.47446830676728,34.66833355657752,39.02010685954964
337,36110.5896,52046.6952,67552.734,81270.99,88228.2252,50293.74,65942.3148,80513.0688,93627.9372,100019.25,Caddo ,14.33631211857018,43.26503923278116,27.615518744551,14.78312990409765
338,32997.7476,48107.244,58206.5628,71002.5996,76800.492,46952.736,60726.27,70798.4004,81509.5776,87445.8516,Caddo Parish,13.45001935210385,32.08271642102806,30.46266887014431,24.00459535672378
339,44677.9512,65610.5508,80211.4392,103553.2032,112300.008,62319.8376,81780.6624,94458.9372,114991.9104,124281.492,Calaveras ,9.195731166490228,30.94332064890847,39.95021601670911,19.91073216789219
340,36593.0424,52139.1792,62677.3596,76597.3656,82697.3844,49374.5268,65077.8516,75494.5308,86942.3436,93099.1116,Calcasieu Parish,11.82856777693362,34.36170892592146,30.01341976895276,23.79630352819217
341,35579.144700000004,51350.781,62944.1733,75782.4405,81818.7879,49093.4988,63933.6825,74737.0707,86822.0886,92644.4037,Caldwell ,13.07779030439684,40.92446448703495,28.86133032694476,17.13641488162345
342,35579.144700000004,51350.781,62944.1733,75782.4405,81818.7879,49093.4988,63933.6825,74737.0707,86822.0886,92644.4037,Caldwell ,10.77076743798901,44.89761944398202,29.38238721491593,14.94922590311303
343,35579.144700000004,51350.781,62944.1733,75782.4405,81818.7879,49093.4988,63933.6825,74737.0707,86822.0886,92644.4037,Caldwell ,18.51635212551826,32.8126344039775,32.0780360245669,16.59297744593734
344,35579.144700000004,51350.781,62944.1733,75782.4405,81818.7879,49093.4988,63933.6825,74737.0707,86822.0886,92644.4037,Caldwell ,19.93966919739696,38.47274945770065,25.56941431670282,16.01816702819957
345,37381.008,49960.512,60022.524,72118.1832,78081.0,51494.1504,63241.0776,72436.5348,83023.506,89911.8456,Caldwell Parish,23.18668252080856,47.33947681331748,17.33055885850178,12.14328180737218
346,41200.482,61816.9272,72793.1364,83906.754,87411.486,56446.9692,76950.6972,85871.1036,95358.6036,99449.2152,Caledonia ,7.140889052167523,34.15227773695812,27.83798677443057,30.86884643644379
347,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,14.78514383962723,34.61495334089182,31.07160210806972,19.52830071141124
348,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,15.79406631762653,43.3391506689936,28.62129144851658,12.24549156486329
349,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,22.33497536945813,42.1576354679803,25.48768472906404,10.01970443349754
350,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,23.4268206457695,38.15696441197266,26.91491868960641,11.50129625265143
351,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,7.239411234604987,40.61279663562631,34.81525983778913,17.33253229197958
352,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,5.997447894512973,38.21069048631788,34.8504182617326,20.94144335743655
353,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,8.975858187342215,35.63458322859859,33.58651818012918,21.80304040393001
354,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,21.64836359682505,34.66347722083288,31.30368598456018,12.38447319778188
355,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,13.94812680115274,35.76368876080691,32.18059558117195,18.1075888568684
356,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,16.9955255629722,32.28196288417809,33.29421257243453,17.42829898041517
357,35101.982290909094,49491.37298181818,60971.46610909091,73682.50614545454,79107.37876363636,48093.50858181819,62229.494836363636,72865.00472727272,84156.37069090908,90220.31563636364,Calhoun ,15.41330018645121,53.26289620882536,21.11042055106692,10.21338305365651
358,34924.3476,50104.746,60477.1524,74189.736,79228.9272,46685.4732,61982.268,72440.6424,84292.3296,89491.0488,Callahan ,10.43202293202293,33.95782145782146,33.2002457002457,22.40990990990991
359,35970.144,52209.0708,66796.7988,81742.6284,88210.7232,48108.5244,65947.4472,78991.518,92198.5548,98801.6484,Callaway ,10.85010454783063,36.2192890747517,28.90747516989022,24.02313120752744
360,36356.3436,53872.4184,66364.4712,81118.014,87390.3804,51309.7032,67801.254,80261.3376,92591.6604,99056.3208,Calloway ,9.79379224245555,31.36596495759611,27.23319987946102,31.60704292048732
361,34299.9144,55505.1324,68663.4612,84303.5328,90282.978,46391.0448,67069.2888,79256.6424,93015.2868,100077.774,Calumet ,5.211545406561658,31.63874767341723,32.91385393227213,30.23585298774898
