,county_name,noHS,HS,someCol,Col
152,Greene County,11.3388644867415,44.34032861558484,28.03969415975273,16.28111273792094
153,Hempstead County,16.16633311096286,38.41079238010526,29.41961307538359,16.00326143354829
154,Hot Spring County,11.43547157020591,39.14922464197949,32.97601898144225,16.43928480637234
155,Howard County,11.94793119479312,41.79451417945142,31.99674569967457,14.26080892608089
156,Independence County,14.21595652516343,37.03630778924155,32.29503032212334,16.45270536347169
157,Izard County,17.89678675754625,33.24245374878286,31.84031158714703,17.02044790652386
158,Jackson County,16.51789438558438,43.12171519145741,27.68832902310837,12.67206139984984
159,Jefferson County,11.59854344875137,41.41044149016397,27.53442071922604,19.45659434185861
160,Johnson County,19.91977821034625,40.87182209638412,23.18763640653572,16.02076328673391
161,Lafayette County,18.92247043363995,45.8826106000876,24.46342531756461,10.73149364870784
162,Lawrence County,15.20787746170678,38.94055433989789,30.98103574033552,14.87053245805981
163,Lee County,18.2618437900128,45.56658130601793,26.40845070422535,9.763124199743919
164,Lincoln County,18.79242224698612,48.15114983284368,24.32377671968392,8.732651200486274
165,Little River County,10.10981141083791,43.63809978515158,31.37980424922416,14.87228455478634
166,Logan County,12.27152317880795,44.39735099337748,30.69536423841059,12.63576158940397
167,Lonoke County,10.05968815981809,37.7558063992204,31.85195712197499,20.33254831898652
168,Madison County,15.0887573964497,49.90428123912287,21.4671075530804,13.53985381134702
169,Marion County,13.82704476212796,36.57526755722209,34.49730489805484,15.10038278259511
170,Miller County,13.10285812082834,36.23481088481944,33.71897997603971,16.94335101831251
171,Mississippi County,17.38578206133961,41.30897680152415,27.06115282603011,14.24408831110613
172,Monroe County,21.18905574984571,41.28780086401974,24.04854968113557,13.47459370499897
173,Montgomery County,16.0411150911073,32.87649898769662,35.74209624669054,15.34028967450553
174,Nevada County,9.03214535290007,51.31027253668763,28.52900069881202,11.12858141160028
175,Newton County,14.78016838166511,37.90458372310571,30.90739008419083,16.40785781103835
176,Ouachita County,12.43843132364861,40.53245214788952,33.74275204189787,13.286364486564
177,Perry County,8.702397743300423,43.38504936530325,30.40902679830748,17.50352609308886
178,Phillips County,18.31268221574344,31.78753644314869,35.5502915451895,14.34948979591837
179,Pike County,12.10467394346487,38.18919675342849,30.22670025188917,19.47942905121747
180,Poinsett County,18.51030110935024,44.7987321711569,25.17908082408875,11.51188589540412
181,Polk County,11.53082971999706,38.05394282354671,34.8938046593665,15.52142279708973
182,Pope County,15.75600450031796,33.84043437851587,27.16333219194834,23.24022892921782
183,Prairie County,13.16182572614108,42.35684647302904,29.19502074688797,15.28630705394191
184,Pulaski County,8.522869928665317,25.67531642765363,29.45804841306178,36.34376523061927
185,Randolph County,14.41234665611397,38.29837752275426,31.22279382667194,16.06648199445983
186,St. Francis County,17.68055139346719,39.31075816601738,31.6032364399161,11.40545400059934
187,Saline County,8.193282262816735,30.65998821449617,33.23276370064821,27.91396582203889
188,Scott County,20.04045658141887,40.84669845398064,28.1751192024274,10.9377257621731
189,Searcy County,19.84746056508927,39.55624891662333,25.27301092043682,15.32327959785058
190,Sebastian County,15.4226823375623,29.55800137723363,31.02393818788735,23.99537809731673
191,Sevier County,26.46912598190315,34.54310430545888,27.36402505717411,11.62374465546386
192,Sharp County,17.76852889386906,39.00272130622699,32.0954057947815,11.13334400512246
193,Stone County,15.37104421656191,34.49112360789503,35.75917962289117,14.37865255265189
194,Union County,13.66960155200716,37.96821369944784,29.96567676466199,18.39650798388301
195,Van Buren County,14.94037478705281,41.37137989778535,27.4190800681431,16.26916524701874
196,Washington County,13.5028761731759,27.55205705251119,25.19796817707808,33.74709859723484
197,White County,14.21419025392456,40.40851335447709,25.08327847924521,20.29401791235314
198,Woodruff County,17.55759337955715,43.14471035562514,23.19391634980989,16.10377991500783
199,Yell County,22.54584681769148,37.68428622797555,25.72455951096727,14.0453074433657
200,California,15.80782899025901,20.4393763945088,28.48237885709147,35.27041575814072
201,Alameda County,10.99556649297281,16.65392092727557,22.70746308412272,49.64304949562889
202,Alpine County,6.29514963880289,25.69659442724458,28.68937048503612,39.3188854489164
203,Amador County,8.6903073286052,30.65090622537431,41.14105594956659,19.5177304964539
204,Butte County,9.660469729262065,22.30053387917027,38.27892548903754,29.76007090253012
205,Calaveras County,9.195731166490228,30.94332064890847,39.95021601670911,19.91073216789219
206,Colusa County,26.6747955816956,30.45474107014775,28.21689857983073,14.65356476832592
207,Contra Costa County,10.25614270452908,17.46950386325806,28.21818091475988,44.05617251745299
208,Del Norte County,19.41328731665229,30.96482769121454,33.50251230777039,16.11937268436279
209,El Dorado County,5.321849631393247,20.79185909755888,37.05214996701185,36.83414130403603
210,Fresno County,22.09239621812921,22.68928728268451,32.5853762496448,22.63294024954147
211,Glenn County,23.52137312780146,30.27222040013119,31.31081228818192,14.89559418388543
212,Humboldt County,9.008154346319886,23.08159675958003,36.71800884719927,31.19224004690081
213,Imperial County,29.56006783534512,25.56249829958193,29.67977726790427,15.19765659716869
214,Inyo County,7.915029826858723,30.46704495853339,34.34453659246326,27.27338862214462
215,Kern County,24.05209300978012,27.57228249158432,30.76815822020379,17.60746627843178
216,Kings County,26.36989571287622,26.12164355658346,33.18834275772075,14.32011797281957
217,Lake County,13.40484769079594,29.89068129708484,39.18686537831641,17.51760563380282
218,Lassen County,19.95230851457468,32.44254409406734,35.83439542819553,11.77075196316244
219,Los Angeles County,19.9571630472485,20.39096448297697,25.60750331440304,34.0443691553715
220,Madera County,28.19128970407718,23.26093352134966,32.17006685400668,16.37770992056648
221,Marin County,6.576024909185262,10.16554229372081,23.10949662688116,60.14893617021276
222,Mariposa County,9.124546732775846,22.40805150595723,39.59890475838082,28.86849700288611
223,Mendocino County,13.35973354207917,26.31885926539884,35.8213995180427,24.50000767447929
224,Merced County,29.64686542448069,26.5198445555146,29.77620103831115,14.05708898169357
225,Modoc County,14.54905545399147,32.54113345521024,33.2114564290067,19.69835466179159
226,Mono County,12.78298410024218,22.3649573549542,35.32694535116352,29.5251131936401
227,Monterey County,27.01052316379347,20.28774721592448,26.21166103435,26.49006858593204
228,Napa County,14.75569536759856,17.95930793038713,30.28261200466792,37.00238469734639
229,Nevada County,4.870195978620514,19.04174090099262,37.41282769152456,38.6752354288623
230,Orange County,13.38891948352214,17.24420737396402,27.25107978827502,42.11579335423882
231,Placer County,5.174401896050722,17.57643277073894,35.6485210165727,41.60064431663763
232,Plumas County,5.449591280653951,27.30112314747126,44.22808533262445,23.02120023925035
233,Riverside County,17.00949517992775,26.92678907272262,32.53036944350133,23.5333463038483
234,Sacramento County,11.93478218121242,22.01223115019819,34.05600934144498,31.99697732714441
235,San Benito County,16.74878042860957,26.78688445016139,35.9318496226003,20.53248549862874
236,San Bernardino County,18.89536360772495,26.86536504493832,32.3260500005081,21.91322134682862
237,San Diego County,11.68482859618864,18.19642778617532,29.85549373012556,40.26324988751049
238,San Francisco County,11.21966300370554,11.37337093541219,17.89020986430449,59.51675619657778
239,San Joaquin County,19.70052805834646,28.76126398208,32.06966520814181,19.46854275143174
240,San Luis Obispo County,8.067338156712536,19.55360098359105,35.64151468818797,36.73754617150843
241,San Mateo County,9.180960183575703,14.89178132595744,23.47169783961414,52.45556065085272
242,Santa Barbara County,18.09198215056859,17.25816899381028,29.51381891463941,35.13602994098171
243,Santa Clara County,10.81273362719843,13.69970623371464,21.09559113424615,54.39196900484077
244,Santa Cruz County,11.7243103591966,15.90521432341584,30.47920660055005,41.89126871683752
245,Shasta County,8.935611038107753,25.82867450955998,42.65486863283285,22.58084581949941
246,Sierra County,5.635023840485479,29.51885565669701,42.52275682704811,22.3233636757694
247,Siskiyou County,10.08596344226174,27.07382925239736,41.32451975297148,21.51568755236942
248,Solano County,11.14930278852585,23.77079872879322,37.24232619319655,27.83757228948438
249,Sonoma County,10.83449059462189,18.31362482290395,33.7227342226711,37.12915035980306
250,Stanislaus County,20.04687920866979,29.96630198692196,32.05208291545122,17.93473588895703
251,Sutter County,20.35084474041189,24.52059440128253,35.13380194845234,19.99475890985325
252,Tehama County,14.23130039648951,28.98828351227336,39.79150888760191,16.98890720363523
253,Trinity County,6.115424637797166,38.42151604898743,36.86064195949732,18.60241735371808
254,Tulare County,27.38189718636094,26.4837591797892,30.93243316036127,15.20191047348859
255,Tuolumne County,7.908241693271846,25.20515549249143,42.30105238264159,24.58555043159513
256,Ventura County,14.37494019502945,19.76652139495637,31.82650904251155,34.03202936750263
257,Yolo County,12.39897249545768,17.74168285195163,26.78638556481424,43.07295908777646
258,Yuba County,18.83205070167497,23.19562265042218,40.22280394433838,17.74952270356447
259,Colorado,7.635685692804747,20.59862231524191,28.93734887123321,42.82834312072013
260,Adams County,15.1358077126697,28.29813389644456,30.13731818276987,26.42874020811586
261,Alamosa County,13.0527817403709,28.42877521907479,32.88159771754636,25.63684532300795
262,Arapahoe County,7.930632729879907,19.66571070084245,27.9124843161857,44.49117225309195
263,Archuleta County,5.963707699852868,21.85384992643453,32.25110348209907,39.93133889161354
264,Baca County,14.45972495088409,28.88015717092338,32.88801571709234,23.7721021611002
265,Bent County,12.91602380427595,48.55631474542649,24.31121886709279,14.21644258320476
266,Boulder County,4.512600829421683,11.09875586747482,21.52622704279269,62.8624162603108
