,state,county_name,totalvotes,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN
0,ALABAMA,Autauga,27770,0.27018365142239825,0.0,0.0,0.015448325531148721,0.714368023046453
1,ALABAMA,Baldwin,109679,0.22409029987509005,0.0,0.0,0.014195971881581707,0.7617137282433283
2,ALABAMA,Barbour,10518,0.45788172656398557,0.0,0.0,0.007606008746910059,0.5345122646891044
3,ALABAMA,Bibb,9595,0.20698280354351226,0.0,0.0,0.008754559666492965,0.7842626367899947
4,ALABAMA,Blount,27588,0.09569377990430622,0.0,0.0,0.008590691605045673,0.8957155284906481
5,ALABAMA,Bullock,4613,0.7470192933015392,0.0,0.0,0.004552352048558422,0.24842835464990246
6,ALABAMA,Butler,9488,0.4178962900505902,0.0,0.0,0.006850758853288365,0.5752529510961214
7,ALABAMA,Calhoun,50983,0.29845242531824334,0.0,0.0,0.013063177922052449,0.6884843967597042
8,ALABAMA,Chambers,15284,0.41644857367181365,0.0,0.0,0.010861031143679666,0.5726903951845067
9,ALABAMA,Cherokee,12301,0.13202178684659785,0.0,0.0,0.007641655149987806,0.8603365580034144
10,ALABAMA,Chilton,19310,0.1591403417918177,0.0,0.0,0.007871569135163127,0.8329880890730191
11,ALABAMA,Choctaw,7464,0.41894426580921756,0.0,0.0,0.005493033226152197,0.5755627009646302
12,ALABAMA,Clarke,13135,0.4381423677198325,0.0,0.0,0.0042634183479253905,0.5575942139322421
13,ALABAMA,Clay,6930,0.18282828282828284,0.0,0.0,0.008946608946608947,0.8082251082251082
14,ALABAMA,Cleburne,7227,0.09339975093399751,0.0,0.0,0.0094091600940916,0.8971910889719109
15,ALABAMA,Coffee,22275,0.22787878787878788,0.0,0.0,0.013468013468013467,0.7586531986531987
16,ALABAMA,Colbert,27886,0.2991823854263788,0.0,0.0,0.012192498027684143,0.688625116545937
17,ALABAMA,Conecuh,6441,0.46048750194069243,0.0,0.0,0.005123428039124359,0.5343890700201832
18,ALABAMA,Coosa,5479,0.3277970432560686,0.0,0.0,0.009490782989596642,0.6627121737543348
19,ALABAMA,Covington,17430,0.15611015490533564,0.0,0.0,0.0070567986230636835,0.8368330464716007
20,ALABAMA,Crenshaw,6617,0.2569140093698051,0.0,0.0,0.008009672056823333,0.7350763185733716
21,ALABAMA,Cullman,41851,0.10699863802537574,0.0,0.0,0.011779885785285896,0.8812214761893383
22,ALABAMA,Dale,19738,0.2619313000303982,0.0,0.0,0.01342587901509778,0.724642820954504
23,ALABAMA,Dallas,17864,0.6846171070309002,0.0,0.0,0.006157635467980296,0.30922525750111957
24,ALABAMA,Dekalb,29356,0.14583049461779535,0.0,0.0,0.010491892628423491,0.8436776127537812
25,ALABAMA,Elmore,41030,0.2526687789422374,0.0,0.0,0.012161832805264441,0.7351693882524982
26,ALABAMA,Escambia,15910,0.3091137649277184,0.0,0.0,0.007730986800754243,0.6831552482715273
27,ALABAMA,Etowah,47728,0.2423524974857526,0.0,0.0,0.013262655045256453,0.7443848474689909
28,ALABAMA,Fayette,8766,0.1591375770020534,0.0,0.0,0.008099475245265799,0.8327629477526808
29,ALABAMA,Franklin,12578,0.16584512641119414,0.0,0.0,0.009222451900143107,0.8249324216886628
30,ALABAMA,Geneva,12545,0.12714228776404943,0.0,0.0,0.008130729374252691,0.8647269828616979
31,ALABAMA,Greene,4775,0.8134031413612566,0.0,0.0,0.003350785340314136,0.18324607329842932
32,ALABAMA,Hale,7900,0.590253164556962,0.0,0.0,0.00569620253164557,0.4040506329113924
33,ALABAMA,Henry,9298,0.2802753280275328,0.0,0.0,0.009141750914175092,0.7105829210582921
34,ALABAMA,Houston,46173,0.27975223615532885,0.0,0.0,0.013817599029735993,0.7064301648149351
35,ALABAMA,Jackson,23636,0.15726011169402607,0.0,0.0,0.010534777458114741,0.8322051108478592
36,ALABAMA,Jefferson,325848,0.5575851317178562,0.0,0.0,0.016317424075028848,0.426097444207115
37,ALABAMA,Lamar,7193,0.13596552203531212,0.0,0.0,0.005699986097594884,0.858334491867093
38,ALABAMA,Lauderdale,44339,0.26872505018155574,0.0,0.0,0.015855116263334763,0.7154198335551095
39,ALABAMA,Lawrence,16031,0.22219449815981535,0.0,0.0,0.009169733641070425,0.7686357681991142
40,ALABAMA,Lee,71449,0.38992848045459,0.0,0.0,0.019146524094109083,0.590924995451301
41,ALABAMA,Limestone,49235,0.27768863613283234,0.0,0.0,0.01874682644460242,0.7035645374225652
42,ALABAMA,Lowndes,6835,0.7274323335771763,0.0,0.0,0.003950256035113387,0.2686174103877103
43,ALABAMA,Macon,8723,0.8148572738736674,0.0,0.0,0.008483319958729795,0.1766594061676029
44,ALABAMA,Madison,194767,0.4481560017867503,0.0,0.0,0.02413653236944657,0.5277074658438031
45,ALABAMA,Marengo,10900,0.50348623853211,0.0,0.0,0.006330275229357798,0.4901834862385321
46,ALABAMA,Marion,13807,0.10596074454986601,0.0,0.0,0.010067357137683784,0.8839718983124502
47,ALABAMA,Marshall,39655,0.1498676081200353,0.0,0.0,0.013138317992686924,0.8369940738872778
48,ALABAMA,Mobile,183164,0.43389530693804457,0.0,0.0,0.013359612150859339,0.5527450809110961
49,ALABAMA,Monroe,10668,0.4176040494938133,0.0,0.0,0.006186726659167604,0.5762092238470191
50,ALABAMA,Montgomery,99139,0.6508941990538537,0.0,0.0,0.013102815239209595,0.3360029857069367
51,ALABAMA,Morgan,53722,0.24634228062990954,0.0,0.0,0.015338222702058747,0.7383194966680318
52,ALABAMA,Perry,5230,0.7380497131931166,0.0,0.0,0.005927342256214149,0.2560229445506692
53,ALABAMA,Pickens,9668,0.41601158460901944,0.0,0.0,0.005378568473314025,0.5786098469176665
54,ALABAMA,Pike,13841,0.40719601184885484,0.0,0.0,0.011776605736579727,0.5810273824145654
55,ALABAMA,Randolph,10837,0.20328504198578942,0.0,0.0,0.0069207345206237884,0.7897942234935867
56,ALABAMA,Russell,21329,0.5264194289465047,0.0,0.0,0.011111632050260209,0.46246893900323505
57,ALABAMA,Shelby,114950,0.28941278816876903,0.0,0.0,0.01724227925184863,0.6933449325793823
58,ALABAMA,St. Clair,44441,0.1742535046466101,0.0,0.0,0.011948426003015234,0.8137980693503747
59,ALABAMA,Sumter,6291,0.7388332538547131,0.0,0.0,0.00715307582260372,0.2540136703226832
60,ALABAMA,Talladega,35663,0.3683930123657572,0.0,0.0,0.008131677088298797,0.623475310545944
61,ALABAMA,Tallapoosa,20991,0.2791196226954409,0.0,0.0,0.008051069505978753,0.7128293077985803
62,ALABAMA,Tuscaloosa,90172,0.41881071729583463,0.0,0.0,0.014305992991172425,0.566883289712993
63,ALABAMA,Walker,31170,0.15508501764517163,0.0,0.0,0.010715431504651908,0.8341995508501765
64,ALABAMA,Washington,8876,0.254393871113114,0.0,0.0,0.00608382154123479,0.7395223073456512
65,ALABAMA,Wilcox,5903,0.6857530069456209,0.0,0.0,0.003726918516008809,0.3105200745383703
66,ALABAMA,Winston,11284,0.08631690889755406,0.0,0.0,0.010191421481744062,0.9034916696207019
67,ALASKA,District 1,7314,0.4753896636587367,0.006836204539239814,0.029532403609515995,0.008203445447087777,0.48003828274541976
68,ALASKA,District 10,11205,0.2433734939759036,0.00571173583221776,0.025524319500223113,0.004194556001784917,0.7211958946898706
69,ALASKA,District 11,10628,0.29450508091832894,0.008280015054572827,0.025310500564546482,0.0042340986074520135,0.6676703048550997
70,ALASKA,District 12,11238,0.2631251112297562,0.004805125467164976,0.02562733582487987,0.00409325502758498,0.702349172450614
71,ALASKA,District 13,7713,0.3456502009594192,0.005186049526772981,0.03993258135615195,0.006093608193958253,0.6031375599636977
72,ALASKA,District 14,11443,0.37236738617495413,0.004369483527047103,0.031110722712575374,0.005418159573538407,0.586734248011885
73,ALASKA,District 15,5559,0.4716675661090124,0.0064759848893685915,0.03543802842237813,0.0059363194819212085,0.48048210109731965
74,ALASKA,District 16,8118,0.5264843557526484,0.007883715200788372,0.025868440502586843,0.0066518847006651885,0.43311160384331115
75,ALASKA,District 17,7239,0.5713496339273381,0.008841000138140627,0.025417875397154302,0.006216328222130129,0.3881751623152369
76,ALASKA,District 18,7720,0.6063471502590674,0.010233160621761658,0.02033678756476684,0.005569948186528497,0.35751295336787564
77,ALASKA,District 19,5301,0.5881909073759668,0.009809469911337484,0.0207508017355216,0.008677607998490851,0.3725712129786833
78,ALASKA,District 2,6136,0.3428943937418514,0.0048891786179921775,0.04677314211212516,0.006681877444589309,0.598761408083442
79,ALASKA,District 20,7497,0.6510604241696679,0.007069494464452448,0.02040816326530612,0.003601440576230492,0.31786047752434304
80,ALASKA,District 21,9429,0.5741860218474918,0.007423904974016332,0.021529324424647365,0.0055149008378407045,0.3913458479160038
81,ALASKA,District 22,9520,0.4782563025210084,0.004831932773109244,0.02100840336134454,0.0038865546218487396,0.49201680672268905
82,ALASKA,District 23,7739,0.4923116681741827,0.006848430029719602,0.02196666235947797,0.00658999870784339,0.4722832407287763
83,ALASKA,District 24,10428,0.45416187188339086,0.004411200613732259,0.021288837744533946,0.004411200613732259,0.5157268891446106
84,ALASKA,District 25,9325,0.4932975871313673,0.007184986595174263,0.021554959785522788,0.005361930294906166,0.4726005361930295
85,ALASKA,District 26,10111,0.45079616259519334,0.005439620215606765,0.020472752447829097,0.004747304915438631,0.5185441598259322
86,ALASKA,District 27,9506,0.5095729013254786,0.006206606353881759,0.023984851672627813,0.005365032610982538,0.4548706080370292
87,ALASKA,District 28,12749,0.4913326535414542,0.005412189191309123,0.017177817868068084,0.0027453133579104245,0.48333202604125813
88,ALASKA,District 29,10747,0.27775193077137805,0.006420396389690146,0.01767935237740765,0.0036289196985205175,0.6945194007630037
89,ALASKA,District 3,8385,0.22695289206917113,0.005008944543828265,0.03768634466308885,0.005724508050089445,0.7246273106738224
90,ALASKA,District 30,10176,0.2592374213836478,0.004127358490566038,0.02653301886792453,0.004520440251572327,0.7055817610062893
91,ALASKA,District 31,12410,0.40588235294117647,0.008058017727639,0.020145044319097503,0.00419016921837228,0.5617244157937148
92,ALASKA,District 32,8335,0.4206358728254349,0.01259748050389922,0.028554289142171566,0.005518896220755849,0.5326934613077384
93,ALASKA,District 33,10955,0.687813783660429,0.009402099497946143,0.017982656321314468,0.005568233683249658,0.2792332268370607
94,ALASKA,District 34,10729,0.5371423245409638,0.0063379625314567995,0.02600428744524187,0.007083605182216423,0.42343182030012116
95,ALASKA,District 35,10102,0.49604038804197187,0.009404078400316769,0.01682835082161948,0.0056424470401900614,0.4720847356959018
96,ALASKA,District 36,9292,0.40852346104175635,0.008501937150236763,0.026366767111493758,0.006241928540680155,0.550365906155833
97,ALASKA,District 37,5142,0.4978607545702061,0.010890704006223259,0.016725009723842863,0.015947102294826914,0.45857642940490084
