state,county_name,totalvotes,county_fips,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN,fips
Arkansas,Ashley,7926,05003,0.2681049709815796,0.0011355034065102195,0.0031541761291950542,0.027630582891748676,0.6999747665909665,5003
Arkansas,Baxter,21007,05005,0.22064073880135193,0.002046936735373923,0.008711381920312277,0.014756985766649211,0.7538439567763127,5005
Arkansas,Benton,119912,05007,0.3523333778103943,0.0023100273533924877,0.016445393288411502,0.012083861498432184,0.6168273400493696,5007
Arkansas,Boone,17114,05009,0.17903470842585018,0.0032137431342760315,0.008940049082622414,0.011102021736589926,0.7977094776206615,5009
Arkansas,Bradley,3654,05011,0.3322386425834702,0.0010946907498631637,0.0090311986863711,0.018609742747673783,0.6390257252326218,5011
Arkansas,Calhoun,2182,05013,0.21952337305224565,0.0036663611365719525,0.007332722273143905,0.019706691109074245,0.7497708524289642,5013
Arkansas,Carroll,11797,05015,0.3410189031109604,0.004068831058743749,0.00847673137238281,0.017122997372213275,0.6293125370856998,5015
Arkansas,Chicot,4103,05017,0.5508164757494516,0.0012186205215695832,0.004143309773336583,0.01681696319766025,0.42700463075798195,5017
Arkansas,Clark,8395,05019,0.4095294818344253,0.0057176891006551515,0.009410363311494937,0.02549136390708755,0.5498511018463371,5019
Arkansas,Clay,5183,05021,0.1856067914335327,0.0021223229789697085,0.010225737989581324,0.0136986301369863,0.78834651746093,5021
Arkansas,Cleburne,12680,05023,0.15678233438485806,0.0007886435331230284,0.008280757097791799,0.019637223974763408,0.8145110410094637,5023
Arkansas,Cleveland,3600,05025,0.18083333333333335,0.0022222222222222222,0.0075,0.013055555555555556,0.7963888888888889,5025
Arkansas,Columbia,8616,05027,0.3266016713091922,0.008240482822655524,0.006151346332404828,0.020659238625812443,0.638347260909935,5027
Arkansas,Conway,8685,05029,0.30109383995394357,0.002072538860103627,0.008981001727115717,0.03223949337938975,0.6556131260794473,5029
Arkansas,Craighead,38511,05031,0.30954792137311415,0.003141959440159954,0.011425307055127107,0.012230271870374699,0.6636545402612241,5031
Arkansas,Crawford,24091,05033,0.20584450624714623,0.0014528247063218629,0.011373541986634013,0.008966003901872069,0.7723631231580258,5033
Arkansas,Crittenden,16367,05035,0.5201930714242072,0.0017718580069652349,0.006843037820003666,0.02315635119447669,0.44803568155434714,5035
Arkansas,Cross,6942,05037,0.25525785076346874,0.0011524056467876692,0.006914433880726016,0.024200518582541054,0.7124747911264765,5037
Arkansas,Dallas,2649,05039,0.3635334088335221,0.0011325028312570782,0.005285013212533031,0.0362400906002265,0.5938089845224613,5039
Arkansas,Desha,4164,05041,0.484149855907781,0.0024015369836695487,0.004322766570605188,0.047790585975024016,0.4613352545629203,5041
Arkansas,Drew,6908,05043,0.3511870295309786,0.003039953676896352,0.00390851187029531,0.012304574406485235,0.6295599305153445,5043
Arkansas,Faulkner,54428,05045,0.3370875284779893,0.002921290512236349,0.015433232894833542,0.012144484456529728,0.6324134636584111,5045
Arkansas,Franklin,7129,05047,0.18235376630663488,0.001262449151353626,0.009398232571188105,0.010660681722541731,0.7963248702482817,5047
Arkansas,Fulton,5119,05049,0.20218792732955657,0.0007814026176987692,0.007423324868138308,0.01582340300840008,0.7737839421762063,5049
Arkansas,Garland,44199,05051,0.3177673703024955,0.002307744519106767,0.008959478721238036,0.013280843457996787,0.6576845629991629,5051
Arkansas,Grant,8200,05053,0.1546341463414634,0.000975609756097561,0.006829268292682927,0.009024390243902438,0.8285365853658536,5053
Arkansas,Greene,16100,05055,0.18993788819875776,0.0020496894409937887,0.011677018633540372,0.00937888198757764,0.7869565217391304,5055
Arkansas,Hempstead,6848,05057,0.31220794392523366,0.0035046728971962616,0.004526869158878504,0.02701518691588785,0.6527453271028038,5057
Arkansas,Hot Spring,12557,05059,0.2454407899976109,0.0012741896949908418,0.007406227602134267,0.013060444373656128,0.7328183483316079,5059
Arkansas,Howard,4834,05061,0.2772031443938767,0.0022755482002482417,0.005585436491518411,0.018411253620190318,0.6965246172941664,5061
Arkansas,Independence,14512,05063,0.1933572216097023,0.0015848952590959205,0.01012954796030871,0.019707828004410143,0.7752205071664829,5063
Arkansas,Izard,5810,05065,0.1757314974182444,0.0006884681583476765,0.00946643717728055,0.017039586919104992,0.7970740103270224,5065
Arkansas,Jackson,5091,05067,0.26812021213906895,0.0009821253191907287,0.007267727362011393,0.01787468080927126,0.7057552543704577,5067
Arkansas,Jefferson,25158,05069,0.5954765879640671,0.001033468479211384,0.004213371492169489,0.020828364734875586,0.37844820732967643,5069
Arkansas,Johnson,9498,05071,0.24036639292482628,0.0026321330806485578,0.010212676352916403,0.016319225100021057,0.7304695725415877,5071
Arkansas,Lafayette,2679,05073,0.3131765584173199,0.001866368047779022,0.0033594624860022394,0.025755879059350503,0.6558417319895483,5073
Arkansas,Lawrence,5857,05075,0.18439474133515452,0.0013658869728529965,0.008878265323544477,0.025268908997780434,0.7800921973706676,5075
Arkansas,Lee,2848,05077,0.4996488764044944,0.0024578651685393258,0.0028089887640449437,0.04353932584269663,0.4515449438202247,5077
Arkansas,Lincoln,3875,05079,0.2663225806451613,0.005161290322580645,0.005419354838709678,0.018838709677419355,0.704258064516129,5079
Arkansas,Little River,5177,05081,0.2368166892022407,0.0013521344407958276,0.008499130770716632,0.035734981649604015,0.7175970639366428,5081
Arkansas,Logan,8225,05083,0.18772036474164133,0.0019452887537993921,0.010699088145896657,0.016534954407294834,0.7831003039513678,5083
Arkansas,Lonoke,30662,05085,0.21805492140108276,0.0023481834192159677,0.013143304415889375,0.020122627356336832,0.7463309634074751,5085
Arkansas,Madison,7351,05087,0.21262413277105155,0.0025846823561420213,0.007345939327982587,0.007754047068426064,0.7696911984763978,5087
Arkansas,Marion,7503,05089,0.20405171264827401,0.002532320405171265,0.008663201386112223,0.013994402239104359,0.7707583633213382,5089
Arkansas,Miller,16529,05091,0.25682134430395065,0.00248048883780023,0.006110472502873737,0.013430939560771977,0.7211567547946034,5091
Arkansas,Mississippi,12342,05093,0.3693080538000324,0.0019445794846864365,0.009722897423432183,0.027872305947172257,0.5911521633446767,5093
Arkansas,Monroe,2816,05095,0.4073153409090909,0.01171875,0.004261363636363636,0.028053977272727272,0.5486505681818182,5095
Arkansas,Montgomery,3873,05097,0.1887425768138394,0.0018073844564936742,0.006713142266976504,0.016266460108443067,0.7864704363542474,5097
Arkansas,Nevada,3358,05099,0.32042882668254913,0.007742703990470518,0.0023823704586063135,0.03424657534246575,0.6351995235259082,5099
Arkansas,Newton,3998,05101,0.17733866933466733,0.002751375687843922,0.00575287643821911,0.015757878939469734,0.7983991995997999,5101
Arkansas,Ouachita,9629,05103,0.41489251220272094,0.006127323709627168,0.008204382594246547,0.020978294734655727,0.5497974867587496,5103
Arkansas,Perry,4627,05105,0.21871623081910524,0.004322455154527772,0.007564296520423601,0.017505943375837475,0.7518910741301059,5105
Arkansas,Phillips,6242,05107,0.5804229413649471,0.00256328099967959,0.0024030759371996154,0.027395065684075615,0.38721563601409803,5107
Arkansas,Pike,4246,05109,0.15167216203485634,0.0009420631182289214,0.009656146961846444,0.008949599623174752,0.8287800282618936,5109
Arkansas,Poinsett,7521,05111,0.18933652439835127,0.0013296104241457252,0.005318441696582901,0.017151974471479856,0.7868634490094403,5111
Arkansas,Polk,8490,05113,0.14676089517078916,0.001177856301531213,0.00977620730270907,0.013663133097762074,0.8286219081272085,5113
Arkansas,Pope,24432,05115,0.2362475442043222,0.0022102161100196463,0.009823182711198428,0.011665029469548133,0.7400540275049116,5115
Arkansas,Prairie,3495,05117,0.1871244635193133,0.0008583690987124463,0.004577968526466381,0.010300429184549357,0.7971387696709585,5117
Arkansas,Pulaski,169956,05119,0.5998434889030102,0.0025889053637412037,0.009814304878909835,0.013026901080279601,0.3747263997740592,5119
Arkansas,Randolph,6812,05121,0.1783617146212566,0.001467997651203758,0.00807398708162067,0.025983558426306518,0.7861127422196125,5121
Arkansas,Saline,56959,05125,0.28195719728225566,0.0020716655840165733,0.010446110360083569,0.011060587440088485,0.6944644393335557,5125
Arkansas,Scott,3551,05127,0.13601802309208674,0.0014080540692762602,0.008729935229512813,0.019712756969867642,0.8341312306392565,5127
Arkansas,Searcy,4019,05129,0.14630505100771335,0.0009952724558347848,0.007464543418760886,0.007962179646678278,0.8372729534710127,5129
Arkansas,Sebastian,47140,05131,0.3073186253712346,0.002078913873568095,0.017055579126007636,0.011731014000848536,0.6618158676283411,5131
Arkansas,Sevier,5202,05133,0.21453287197231835,0.0019223375624759708,0.01057285659361784,0.0263360246059208,0.746635909265667,5133
Arkansas,Sharp,7566,05135,0.18477398889770025,0.003832936822627544,0.006872852233676976,0.019693365054189796,0.7848268569918054,5135
Arkansas,St. Francis,7108,05123,0.5070343275182893,0.0029544175576814856,0.005205402363534046,0.028700056274620148,0.45610579628587505,5123
Arkansas,Stone,5938,05137,0.19872010778039745,0.0031997305490063994,0.00791512293701583,0.012798922196025598,0.7773661165375547,5137
Arkansas,Union,16607,05139,0.33624375263443124,0.0021677605828867345,0.01095923405792738,0.019690491961221173,0.6309387607635335,5139
Arkansas,Van Buren,7807,05141,0.20404764954527987,0.002433713334187268,0.0069168694761111826,0.013705648776738823,0.7728961188676828,5141
Arkansas,Washington,94266,05143,0.46489720577939025,0.003320391233318482,0.015000106082787007,0.012846625506545308,0.5039356713979589,5143
Arkansas,White,30885,05145,0.19355674275538287,0.0012951270843451514,0.012789379957908369,0.009389671361502348,0.7829690788408613,5145
Arkansas,Woodruff,2476,05147,0.345718901453958,0.0024232633279483036,0.005654281098546042,0.023021001615508886,0.6231825525040388,5147
Arkansas,Yell,6741,05149,0.19047619047619047,0.0020768431983385254,0.009790832220738763,0.022400237353508382,0.7752558967512239,5149
California,Alameda,770070,06001,0.8020816289428234,0.006056592257846689,0.00817458153154908,0.006678613632526914,0.17700858363525393,6001
California,Alpine,741,06003,0.6423751686909581,0.005398110661268556,0.020242914979757085,0.002699055330634278,0.3292847503373819,6003
California,Amador,22304,06005,0.36553981348637016,0.004931850789096126,0.0156474175035868,0.0047973457675753225,0.6090835724533716,6005
California,Butte,102066,06007,0.4940528677522387,0.004967374052083946,0.017380910391315424,0.00616267905081026,0.4774361687535516,6007
California,Calaveras,27164,06009,0.36982771314975704,0.0046016786923869825,0.013216021204535414,0.00427035782653512,0.6080842291267855,6009
California,Colusa,7961,06011,0.4068584348699912,0.0031403090064062306,0.010174601180756186,0.007159904534606206,0.5726667504082402,6011
California,Contra Costa,581316,06013,0.7162816781234302,0.004503574647867941,0.010520955900061241,0.0057094592269953,0.26298433210164524,6013
California,Del Norte,11453,06015,0.40836462062341744,0.00681044267877412,0.013097005151488693,0.0075962629878634415,0.5641316685584563,6015
California,El Dorado,116159,06017,0.44439948691018344,0.003960089188095628,0.016107232328102,0.0031766802400158404,0.5323565113336031,6017
California,Fresno,364917,06019,0.528955899560722,0.004039274684380284,0.011046347525601713,0.0052696914640863535,0.4506887867652096,6019
California,Glenn,11297,06021,0.35363370806408784,0.0030096485792688323,0.011330441710188545,0.006815968841285297,0.6252102328051695,6021
California,Humboldt,68843,06023,0.6502912423921096,0.009078628182967041,0.016443211364989906,0.007960141190825502,0.316226776869108,6023
California,Imperial,56743,06025,0.6111414623830252,0.004123856687168461,0.006873094478614102,0.010468251590504556,0.36739333486068765,6025
California,Inyo,9484,06027,0.4886123998312948,0.004744833403627162,0.013496415014761703,0.006010122311261071,0.48713622943905527,6027
California,Kern,305292,06029,0.43684734614729503,0.003517943477064581,0.012912228292913015,0.007946490572959658,0.5387759915097677,6029
California,Kings,43861,06031,0.42632406921866806,0.0028499122227035405,0.013770775860103508,0.008230546499167825,0.548824696199357,6031
California,Lake,28812,06033,0.5185686519505761,0.0071845064556434815,0.012980702485075662,0.005796196029432181,0.4554699430792725,6033
California,Lassen,11987,06035,0.23350296154167013,0.002586134979561191,0.011762742971552515,0.0038374906148327353,0.7483106698923834,6035
California,Los Angeles,4264365,06037,0.7102780836068208,0.005079302545631061,0.008313547269054127,0.007700560341340387,0.26862850623715373,6037
California,Madera,53732,06039,0.43117695228169434,0.004038561750911933,0.011557358743393135,0.0064765875083748975,0.5467505397156257,6039
California,Marin,155830,06041,0.8232561124302125,0.004646088686389014,0.009856895334659565,0.004299557209779889,0.15794134633895912,6041
California,Mariposa,10280,06043,0.3976653696498054,0.003793774319066148,0.015077821011673152,0.004669260700389105,0.5787937743190662,6043
California,Mendocino,43340,06045,0.6640978311029072,0.00909090909090909,0.013636363636363636,0.007060452238117213,0.30611444393170284,6045
California,Merced,90554,06047,0.5410142014709455,0.0042847361795171944,0.010391589548777525,0.009243103562515185,0.4350663692382446,6047
California,Modoc,4343,06049,0.2647939212525904,0.00345383375546857,0.008979967764218283,0.00690766751093714,0.7158646097167857,6049
California,Mono,6738,06051,0.5955773226476699,0.006233303650934996,0.018699910952804988,0.006530127634312852,0.37295933511427726,6051
California,Monterey,163923,06053,0.6951617527741684,0.004569218474527675,0.011102773863338274,0.006722668569999329,0.28244358631796634,6053
California,Napa,72150,06055,0.6904643104643104,0.0042966042966042966,0.012668052668052668,0.006001386001386002,0.28656964656964656,6055
California,Nevada,64750,06057,0.5615289575289575,0.005328185328185328,0.014193050193050193,0.005374517374517374,0.41357528957528955,6057
California,Orange,1522113,06059,0.534788810029216,0.0038229750353620264,0.011382203555189398,0.00555937699763421,0.4444466343825984,6059
